row_id,PET_id,PET,expanded_text,span_text,label,whole_text,pet_type
612,39,始末する,を連れていってしまったことがある。殺すつもりだったらしい。長野市では火曜日に犬を[PET_BOUNDARY]始末するんです[PET_BOUNDARY]。心配した友達が捜してくれて、ぼくの犬を見つけたのは月曜日の晩。役所はぼく,始末するんです,1,を連れていってしまったことがある。殺すつもりだったらしい。長野市では火曜日に犬を始末するんです。心配した友達が捜してくれて、ぼくの犬を見つけたのは月曜日の晩。役所はぼく,sometimes
613,39,始末する,[PET_BOUNDARY]始末して[PET_BOUNDARY]ビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を始末する方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ,始末して,1,始末してビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を始末する方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ,sometimes
614,39,始末する,始末してビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を[PET_BOUNDARY]始末する[PET_BOUNDARY]方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ,始末する,1,始末してビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を始末する方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ,sometimes
615,39,始末する,かった。このことが知られれば自分たちは破滅だ。神崎たちは話し合いの末、篠田英治を[PET_BOUNDARY]始末する[PET_BOUNDARY]ことに決めた。クレバスに誘導して事故に見せかけて殺そうとしたのだ。 だが、篠田英,始末する,1,かった。このことが知られれば自分たちは破滅だ。神崎たちは話し合いの末、篠田英治を始末することに決めた。クレバスに誘導して事故に見せかけて殺そうとしたのだ。 だが、篠田英,sometimes
616,39,始末する,はいってくる。いましがた小耳にはさんだところでは、殺し屋はミスター斬るとミスター[PET_BOUNDARY]始末するの[PET_BOUNDARY]二人組で、ギャレスをみつけたら足の指をかじるらしい」 「気色悪いな」 「腹をこ,始末するの,1,はいってくる。いましがた小耳にはさんだところでは、殺し屋はミスター斬るとミスター始末するの二人組で、ギャレスをみつけたら足の指をかじるらしい」 「気色悪いな」 「腹をこ,sometimes
617,39,始末する,インターポールでは増え続けるテロリスト達を一気に[PET_BOUNDARY]始末する[PET_BOUNDARY]ため「テロリスト相殺作戦」の展開を決定する。その中で軸に選ばれたのが女狙撃者・血,始末する,1,インターポールでは増え続けるテロリスト達を一気に始末するため「テロリスト相殺作戦」の展開を決定する。その中で軸に選ばれたのが女狙撃者・血,sometimes
618,39,始末する,つにふさわしいところに。ラデック坊やはママの首を切り落としたのさ。さて、あんたを[PET_BOUNDARY]始末すると[PET_BOUNDARY]しようか。何か言うことはあるかい、マイ・フレンド。あんた大成功してるんだろ？,始末すると,1,つにふさわしいところに。ラデック坊やはママの首を切り落としたのさ。さて、あんたを始末するとしようか。何か言うことはあるかい、マイ・フレンド。あんた大成功してるんだろ？,sometimes
619,39,始末する,ざく愚か者のくせに、私を指図するなど片腹痛い。いいからまず、その子供たちと刑事を[PET_BOUNDARY]始末するんだ[PET_BOUNDARY]。話は後からゆっくり聞いてやる」 「うるさい！ 誰がおまえの言うことなど」,始末するんだ,1,ざく愚か者のくせに、私を指図するなど片腹痛い。いいからまず、その子供たちと刑事を始末するんだ。話は後からゆっくり聞いてやる」 「うるさい！ 誰がおまえの言うことなど」,sometimes
620,39,始末する,今日もそうですが、田尾さんは香港に出かけたりして、自分では決して手を汚さずに人を[PET_BOUNDARY]始末するのが[PET_BOUNDARY]お好みなんです。とても怖い人なんです。もともと徳永さんのことは、私と久喜さん,始末するのが,1,今日もそうですが、田尾さんは香港に出かけたりして、自分では決して手を汚さずに人を始末するのがお好みなんです。とても怖い人なんです。もともと徳永さんのことは、私と久喜さん,sometimes
621,39,始末する,。思い出せそうだ。確かにそんな存在がいたはずだ。レイの過去に。 「殺し屋を簡単に[PET_BOUNDARY]始末するなんて[PET_BOUNDARY]すげえな」 レイの言葉に、男の首が揺れた。笑ったらしい。 「あいつは二流だ,始末するなんて,1,。思い出せそうだ。確かにそんな存在がいたはずだ。レイの過去に。 「殺し屋を簡単に始末するなんてすげえな」 レイの言葉に、男の首が揺れた。笑ったらしい。 「あいつは二流だ,sometimes
622,39,始末する,理台・流しを洗い，調理台全体をふく。・排水口のごみを[PET_BOUNDARY]始末する[PET_BOUNDARY]。ごみごみは分別して始末する（→４７，５２〜５３ページ）。生ごみは水を切る（→９ページ）。６ ふり返る・衛生,始末する,0,理台・流しを洗い，調理台全体をふく。・排水口のごみを始末する。ごみごみは分別して始末する（→４７，５２〜５３ページ）。生ごみは水を切る（→９ページ）。６ ふり返る・衛生,sometimes
623,39,始末する,理台・流しを洗い，調理台全体をふく。・排水口のごみを始末する。ごみごみは分別して[PET_BOUNDARY]始末する[PET_BOUNDARY]（→４７，５２〜５３ページ）。生ごみは水を切る（→９ページ）。６ ふり返る・衛生,始末する,0,理台・流しを洗い，調理台全体をふく。・排水口のごみを始末する。ごみごみは分別して始末する（→４７，５２〜５３ページ）。生ごみは水を切る（→９ページ）。６ ふり返る・衛生,sometimes
624,39,始末する,）、松（大きい）など捨てがたいんです。２，３の植木屋さんに、聞いたところ、切って[PET_BOUNDARY]始末すると[PET_BOUNDARY]いう話です。パワーショベルなどで、ガーっと、掘り出すようなやり方はありますか。,始末すると,0,）、松（大きい）など捨てがたいんです。２，３の植木屋さんに、聞いたところ、切って始末するという話です。パワーショベルなどで、ガーっと、掘り出すようなやり方はありますか。,sometimes
625,39,始末する,分の外側に，しるしをつける。３外側のしるしにそって，布をたつ。３ ぬう（布はしを[PET_BOUNDARY]始末する[PET_BOUNDARY]）１左右２辺を，三つ折りにしてぬう（折り目がつきにくいときは，アイロンをかける。,始末する,0,分の外側に，しるしをつける。３外側のしるしにそって，布をたつ。３ ぬう（布はしを始末する）１左右２辺を，三つ折りにしてぬう（折り目がつきにくいときは，アイロンをかける。,sometimes
626,39,始末する,ようにしています。 ささいな事のようですが、客室係にとって、ゴミ箱のゴミを正しく[PET_BOUNDARY]始末する[PET_BOUNDARY]ことはもっとも重要な仕事のひとつなのです。仕事はひとりではできない―２協同 ホテ,始末する,0,ようにしています。 ささいな事のようですが、客室係にとって、ゴミ箱のゴミを正しく始末することはもっとも重要な仕事のひとつなのです。仕事はひとりではできない―２協同 ホテ,sometimes
627,39,始末する,分かって、あの家へ入っていこうとしたら、われわれは行動を起す。スコープはこっちで[PET_BOUNDARY]始末するから[PET_BOUNDARY]考えなくていい。きみは、できるだけ早くさっき入ってきた入口から外へ出る。誰か,始末するから,0,分かって、あの家へ入っていこうとしたら、われわれは行動を起す。スコープはこっちで始末するから考えなくていい。きみは、できるだけ早くさっき入ってきた入口から外へ出る。誰か,sometimes
628,39,始末する,間の鴨居にれいれいしくかけてある額縁入りの正装した男女対のモノクロ写真をこっそり[PET_BOUNDARY]始末する[PET_BOUNDARY]ことである。 ところで、家長であるぼくの父親は、家族や母方の親族に必ずしも歓迎さ,始末する,0,間の鴨居にれいれいしくかけてある額縁入りの正装した男女対のモノクロ写真をこっそり始末することである。 ところで、家長であるぼくの父親は、家族や母方の親族に必ずしも歓迎さ,sometimes
629,39,始末する,事がある。とりあえず隙間はできたのだが、是で手打ちにして終了するか、悩みの大木を[PET_BOUNDARY]始末するかだ[PET_BOUNDARY]。しかし、もしも高圧線側に倒れたら大変な事になる。それでも倒したい思いに悩ん,始末するかだ,0,事がある。とりあえず隙間はできたのだが、是で手打ちにして終了するか、悩みの大木を始末するかだ。しかし、もしも高圧線側に倒れたら大変な事になる。それでも倒したい思いに悩ん,sometimes
630,39,始末する,たりする段になると、いくら私が脇にそれてそれをしようとしてもだめで、残った一皿を[PET_BOUNDARY]始末するとか[PET_BOUNDARY]、ナプキンをかたづけるとか、何か私に近づく用事を見出すのであった。こちらが腹,始末するとか,0,たりする段になると、いくら私が脇にそれてそれをしようとしてもだめで、残った一皿を始末するとか、ナプキンをかたづけるとか、何か私に近づく用事を見出すのであった。こちらが腹,sometimes
631,39,始末する,るわけ。そりゃ先生、たたくのはあんまりいいことじゃありませんけど、その結果をどう[PET_BOUNDARY]始末するかって[PET_BOUNDARY]いうのは、われわれおとなの側の問題です。 「いやーあ、たたいてくれていい先,始末するかって,0,るわけ。そりゃ先生、たたくのはあんまりいいことじゃありませんけど、その結果をどう始末するかっていうのは、われわれおとなの側の問題です。 「いやーあ、たたいてくれていい先,sometimes
632,39,始末する,を使うだけさ。着るものは安いのを買って、一シーズンでおしまいにする。書類は即座に[PET_BOUNDARY]始末する[PET_BOUNDARY]。本は文庫本で、読んだらやはり始末する。鍋や茶碗の類は最小限。家具は持たない。寝,始末する,0,を使うだけさ。着るものは安いのを買って、一シーズンでおしまいにする。書類は即座に始末する。本は文庫本で、読んだらやはり始末する。鍋や茶碗の類は最小限。家具は持たない。寝,sometimes
633,39,始末する,を使うだけさ。着るものは安いのを買って、一シーズンでおしまいにする。書類は即座に始末する。本は文庫本で、読んだらやはり[PET_BOUNDARY]始末する[PET_BOUNDARY]。鍋や茶碗の類は最小限。家具は持たない。寝,始末する,0,を使うだけさ。着るものは安いのを買って、一シーズンでおしまいにする。書類は即座に始末する。本は文庫本で、読んだらやはり始末する。鍋や茶碗の類は最小限。家具は持たない。寝,sometimes
634,40,見送る,でいて、その気持ちはよく分かります。研究室は他にも採用する人がいるから今回の話を[PET_BOUNDARY]見送ると[PET_BOUNDARY]この先採用の見込みはないかも知れません。遠距離恋愛でやっと結婚できて一緒に暮ら,見送ると,0,でいて、その気持ちはよく分かります。研究室は他にも採用する人がいるから今回の話を見送るとこの先採用の見込みはないかも知れません。遠距離恋愛でやっと結婚できて一緒に暮ら,sometimes
635,40,見送る,ろへ嘘をいって伺いに行き、漸く死体処理の許可を得たのです それから奥井君の遺骸を[PET_BOUNDARY]見送る[PET_BOUNDARY]時のことです 石丸さん以下我々十人ばかり整列して直立不動の姿勢をとり、挙手の礼を,見送る,1,ろへ嘘をいって伺いに行き、漸く死体処理の許可を得たのです それから奥井君の遺骸を見送る時のことです 石丸さん以下我々十人ばかり整列して直立不動の姿勢をとり、挙手の礼を,sometimes
636,40,見送る,きたいと、たけださんは話します。 「井上さんも、私も、ともに子育てを終え、両親を[PET_BOUNDARY]見送る[PET_BOUNDARY]こともすませました。多くの同世代の女性が介護に時間や体力を取られているなかで、私,見送る,1,きたいと、たけださんは話します。 「井上さんも、私も、ともに子育てを終え、両親を見送ることもすませました。多くの同世代の女性が介護に時間や体力を取られているなかで、私,sometimes
637,40,見送る,ったりして冷たくなったラーラを見つける母親。ストレッチャーで運びだされるラーラを[PET_BOUNDARY]見送る[PET_BOUNDARY]近所の人たち。精神科医から自殺の理由について質問され、病室の窓をうつろに眺めるラ,見送る,1,ったりして冷たくなったラーラを見つける母親。ストレッチャーで運びだされるラーラを見送る近所の人たち。精神科医から自殺の理由について質問され、病室の窓をうつろに眺めるラ,sometimes
638,40,見送る,つの間にか蓄えがふえていくのも一つのたのしみになっていたのは事実だった。２ 母を[PET_BOUNDARY]見送った[PET_BOUNDARY]年の秋、伝十郎はいまのお縫を嫁にもらった。 お縫の実家は同藩で百石取りの納戸役で,見送った,1,つの間にか蓄えがふえていくのも一つのたのしみになっていたのは事実だった。２ 母を見送った年の秋、伝十郎はいまのお縫を嫁にもらった。 お縫の実家は同藩で百石取りの納戸役で,sometimes
639,40,見送る,想いをつづる連作長編。・母に歌う子守唄その後落合 恵子著 花いっぱいにして、母を[PET_BOUNDARY]見送った[PET_BOUNDARY]。７年の介護は、慟哭と憤りと、そして、不思議に穏やかな充実の日々だった…。介護す,見送った,1,想いをつづる連作長編。・母に歌う子守唄その後落合 恵子著 花いっぱいにして、母を見送った。７年の介護は、慟哭と憤りと、そして、不思議に穏やかな充実の日々だった…。介護す,sometimes
640,40,見送る,ってくれた。 それからまる四年、そんなはかない親孝行がつづいて、二十七の春、母を[PET_BOUNDARY]見送ったが[PET_BOUNDARY]、そのとき母は、 「伝十郎、これだけ蓄えができましたよ」と、手文庫の中から二十,見送ったが,1,ってくれた。 それからまる四年、そんなはかない親孝行がつづいて、二十七の春、母を見送ったが、そのとき母は、 「伝十郎、これだけ蓄えができましたよ」と、手文庫の中から二十,sometimes
641,40,見送る,で、母は父に優しく、周囲に強かった。 夏休み中ということもあって沢山の孫が祖父を[PET_BOUNDARY]見送った[PET_BOUNDARY]。彼らは生まれて初めて臨終に立ちあって、生命の終わりをそれぞれの胸に納めた。悲し,見送った,1,で、母は父に優しく、周囲に強かった。 夏休み中ということもあって沢山の孫が祖父を見送った。彼らは生まれて初めて臨終に立ちあって、生命の終わりをそれぞれの胸に納めた。悲し,sometimes
642,40,見送る,。ロマンティックな夢想に過ぎないのかもしれないけれど（笑）。永 ぼくは昨年、父を[PET_BOUNDARY]見送った[PET_BOUNDARY]ときに、そうか、家族のために死んでみせることが最後にできるんだという、その姿勢こ,見送った,1,。ロマンティックな夢想に過ぎないのかもしれないけれど（笑）。永 ぼくは昨年、父を見送ったときに、そうか、家族のために死んでみせることが最後にできるんだという、その姿勢こ,sometimes
643,40,見送る,誰もがショックを受け、現実を受け入れることができなかった。しかし、大切なチームメンバーをきちんと[PET_BOUNDARY]見送る[PET_BOUNDARY]為に協力して葬式を手配した。,見送る,1,誰もがショックを受け、現実を受け入れることができなかった。しかし、大切なチームメンバーをきちんと見送る為に協力して葬式を手配した。,sometimes
644,40,見送る,２０年以上にもわたる介護生活の後、私は９８歳の母を[PET_BOUNDARY]見送った[PET_BOUNDARY]。最後の顔は穏やかであった。,見送った,1,２０年以上にもわたる介護生活の後、私は９８歳の母を見送った。最後の顔は穏やかであった。,sometimes
645,40,見送る,を一瞥しただけで病室を出ていってしまった。挨拶しそびれた苑子は妙な具合で進一郎を[PET_BOUNDARY]見送る[PET_BOUNDARY]破目になった。病室に入るとそこにも手洗いが用意され、ワゴンの上には紙マスク、消毒,見送る,0,を一瞥しただけで病室を出ていってしまった。挨拶しそびれた苑子は妙な具合で進一郎を見送る破目になった。病室に入るとそこにも手洗いが用意され、ワゴンの上には紙マスク、消毒,sometimes
646,40,見送る,そういうものを幽霊として見ちゃうんですね。 執着してはいけないのは亡くなった人を[PET_BOUNDARY]見送る[PET_BOUNDARY]方も同じです。身近な人が死んでも、いつまでも悲しみ、懐かしんでいちゃいけないので,見送る,1,そういうものを幽霊として見ちゃうんですね。 執着してはいけないのは亡くなった人を見送る方も同じです。身近な人が死んでも、いつまでも悲しみ、懐かしんでいちゃいけないので,sometimes
647,40,見送る,を折った。弓子と季世子は、丁重に頭を下げた。 焼香を終えた会葬者の大半が、故人を[PET_BOUNDARY]見送る[PET_BOUNDARY]ために境内の隅に立ったが、黒いワンピースの長岡町子は山門で振り返り、一礼して去っ,見送る,1,を折った。弓子と季世子は、丁重に頭を下げた。 焼香を終えた会葬者の大半が、故人を見送るために境内の隅に立ったが、黒いワンピースの長岡町子は山門で振り返り、一礼して去っ,sometimes
648,40,見送る,って、凄い。ありがとう。そう心の中で、呟いた。ここ数年の間に。５人もの人の最期を[PET_BOUNDARY]見送った[PET_BOUNDARY]。みんな、死んでいく前に。びっくりするくらい元気になって。その後、やっぱり、はっ,見送った,1,って、凄い。ありがとう。そう心の中で、呟いた。ここ数年の間に。５人もの人の最期を見送った。みんな、死んでいく前に。びっくりするくらい元気になって。その後、やっぱり、はっ,sometimes
649,40,見送る,ンサクの言葉を貰ったという説など様々な謂れを聞きます昨日は大切なひとを永遠の旅に[PET_BOUNDARY]見送った[PET_BOUNDARY]日もう、２年まだ、２年複雑な思いが交錯しました生前こよなく愛した花が咲いた今朝余,見送った,1,ンサクの言葉を貰ったという説など様々な謂れを聞きます昨日は大切なひとを永遠の旅に見送った日もう、２年まだ、２年複雑な思いが交錯しました生前こよなく愛した花が咲いた今朝余,sometimes
650,40,見送る,ない雪の道を、哲の杖つく歩調にあわせて、ゆっくりと話しながら歩いていく。 二人を[PET_BOUNDARY]見送る[PET_BOUNDARY]あたしは、彼らの背中のどこかに、不安や緊張感を見出そうとした。 でもそれは無駄な,見送る,0,ない雪の道を、哲の杖つく歩調にあわせて、ゆっくりと話しながら歩いていく。 二人を見送るあたしは、彼らの背中のどこかに、不安や緊張感を見出そうとした。 でもそれは無駄な,sometimes
651,40,見送る,行ってくるねぇー。春生さんも、いってらっしゃーい」 機嫌よく飛びだしていく彼を[PET_BOUNDARY]見送る[PET_BOUNDARY]春生は、毎朝の騒々しさに思わず苦笑しながら、ゆっくりと部屋に戻った。 隆一の勤め,見送る,0,行ってくるねぇー。春生さんも、いってらっしゃーい」 機嫌よく飛びだしていく彼を見送る春生は、毎朝の騒々しさに思わず苦笑しながら、ゆっくりと部屋に戻った。 隆一の勤め,sometimes
652,40,見送る,泳の勲章さ」 夫人の呼ぶ声がした。「あなたたち、もういらっしゃい！」 お客さまを[PET_BOUNDARY]見送ると[PET_BOUNDARY]、急に夜の静けさが増したようだった。みんな自分のことを考えたがっていた。家に戻,見送ると,0,泳の勲章さ」 夫人の呼ぶ声がした。「あなたたち、もういらっしゃい！」 お客さまを見送ると、急に夜の静けさが増したようだった。みんな自分のことを考えたがっていた。家に戻,sometimes
653,40,見送る,鉄道の駅で。１９６２年５月、アメリカへ帰国する長い旅に出るリーとマリナ（右端）を[PET_BOUNDARY]見送る[PET_BOUNDARY]ソ連の友人たち、マリア、アレクサンドル、エレノア・ジグル（赤ん坊を抱いている）。,見送る,0,鉄道の駅で。１９６２年５月、アメリカへ帰国する長い旅に出るリーとマリナ（右端）を見送るソ連の友人たち、マリア、アレクサンドル、エレノア・ジグル（赤ん坊を抱いている）。,sometimes
654,40,見送る,径を、棘のある灌木の中を、石ころだらけの坂道を、二人は息を殺して走った。 それを[PET_BOUNDARY]見送る[PET_BOUNDARY]女たちの声が、だんだん華やいでいく。第三章 びしょ濡れの遺言状 八月も、晦日に近,見送る,0,径を、棘のある灌木の中を、石ころだらけの坂道を、二人は息を殺して走った。 それを見送る女たちの声が、だんだん華やいでいく。第三章 びしょ濡れの遺言状 八月も、晦日に近,sometimes
655,40,見送る,ない。最後の砦、最後の逃げ場をも奪われてしまったのだ。肩を落して帰って行く検校を[PET_BOUNDARY]見送る[PET_BOUNDARY]相手の顔が冴えないのは、そこまで惨酷にやっつけなくてもよかったのでは…との思いだ,見送る,0,ない。最後の砦、最後の逃げ場をも奪われてしまったのだ。肩を落して帰って行く検校を見送る相手の顔が冴えないのは、そこまで惨酷にやっつけなくてもよかったのでは…との思いだ,sometimes
656,40,見送る,る。そして、ひとり外に出ると、森の中へずんずん歩いていった。 デーアは戸口で母を[PET_BOUNDARY]見送った[PET_BOUNDARY]。母は夕方おそくまでもどらないだろう。帰ってくるときは、ドライフラワーの髪かざり,見送った,0,る。そして、ひとり外に出ると、森の中へずんずん歩いていった。 デーアは戸口で母を見送った。母は夕方おそくまでもどらないだろう。帰ってくるときは、ドライフラワーの髪かざり,sometimes
657,40,見送る,い気持ちで、祖父の言うままに船に乗り込む。旅行気分で手を振る父を、桟橋で涙を流し[PET_BOUNDARY]見送った[PET_BOUNDARY]祖母の姿が、しっかりと父の瞼に焼きついたそうだ。祖母はこれが最後の別れになってし,見送った,0,い気持ちで、祖父の言うままに船に乗り込む。旅行気分で手を振る父を、桟橋で涙を流し見送った祖母の姿が、しっかりと父の瞼に焼きついたそうだ。祖母はこれが最後の別れになってし,sometimes
658,40,見送る,から仙台の中学校に進学するのは作造が初めてということで、人びとは旗を立てて作造を[PET_BOUNDARY]見送ったと[PET_BOUNDARY]いう。中学時代の作造は仲間と回覧雑誌をつくり、文章を雑誌に投稿するというような,見送ったと,0,から仙台の中学校に進学するのは作造が初めてということで、人びとは旗を立てて作造を見送ったという。中学時代の作造は仲間と回覧雑誌をつくり、文章を雑誌に投稿するというような,sometimes
659,40,見送る,かった…、と。 礼を言って月下に消えていく瞽女の姿を、景虎たちは見えなくなるまで[PET_BOUNDARY]見送った[PET_BOUNDARY]。 蒼い雪の光の中に、瞽女は消えていった。 …それから数年後。景虎たちは、京や堺,見送った,0,かった…、と。 礼を言って月下に消えていく瞽女の姿を、景虎たちは見えなくなるまで見送った。 蒼い雪の光の中に、瞽女は消えていった。 …それから数年後。景虎たちは、京や堺,sometimes
660,40,見送る,ている店が多く、スタンドの廃業が進むかもしれない」と悲鳴を上げる。また、値上げを[PET_BOUNDARY]見送った[PET_BOUNDARY]ある経営者は「他店の値段を調べてから決める。五日には上げざるを得ないだろう」と打,見送った,0,ている店が多く、スタンドの廃業が進むかもしれない」と悲鳴を上げる。また、値上げを見送ったある経営者は「他店の値段を調べてから決める。五日には上げざるを得ないだろう」と打,sometimes
661,40,見送る,が抱き終えた時も、障子に白々と夜明けが迫った時も、宿を出て、東京に戻る行衣を駅に[PET_BOUNDARY]見送った[PET_BOUNDARY]時も、行衣は何の言葉も口にしなかった。 蘇ったその行衣の声とそっくりな声が、 「,見送った,0,が抱き終えた時も、障子に白々と夜明けが迫った時も、宿を出て、東京に戻る行衣を駅に見送った時も、行衣は何の言葉も口にしなかった。 蘇ったその行衣の声とそっくりな声が、 「,sometimes
662,40,見送る,予告していた医学部医学科（後期）と工学部物質化学工学科Ａコース（前期）では実施を[PET_BOUNDARY]見送った[PET_BOUNDARY]。入試で出題ミス明治大 明治大は十三日、十一日に実施された政治経済学部（一部）の,見送った,0,予告していた医学部医学科（後期）と工学部物質化学工学科Ａコース（前期）では実施を見送った。入試で出題ミス明治大 明治大は十三日、十一日に実施された政治経済学部（一部）の,sometimes
663,40,見送る,もなかっただろう。昔、こっそりもらった大きな飴で頰を膨らませながら浜五郎の背中を[PET_BOUNDARY]見送った[PET_BOUNDARY]幼い日のことを、留喜は思い出していた。あの頃は、浜五郎の姿を一目見かけただけで一,見送った,0,もなかっただろう。昔、こっそりもらった大きな飴で頰を膨らませながら浜五郎の背中を見送った幼い日のことを、留喜は思い出していた。あの頃は、浜五郎の姿を一目見かけただけで一,sometimes
664,41,亡くなる,晴久さんたちが、いずれも人気最高の時代。川田の兄貴には娘のように可愛がって頂き、[PET_BOUNDARY]亡くなられた[PET_BOUNDARY]時は、人生の悲しさを初めて味わいました。大人になるとこんなに虚しく、やり,亡くなられた,1,晴久さんたちが、いずれも人気最高の時代。川田の兄貴には娘のように可愛がって頂き、亡くなられた時は、人生の悲しさを初めて味わいました。大人になるとこんなに虚しく、やり,sometimes
665,41,亡くなる,当時のセピア色の甘美な時間へと連れていってくれる。 一七歳のとき、祖父ルコントが[PET_BOUNDARY]亡くなり[PET_BOUNDARY]、大学入学資格試験にも失敗したコクトーは、一大転機を迎えた。コクトーは受験勉,亡くなり,1,当時のセピア色の甘美な時間へと連れていってくれる。 一七歳のとき、祖父ルコントが亡くなり、大学入学資格試験にも失敗したコクトーは、一大転機を迎えた。コクトーは受験勉,sometimes
666,41,亡くなる,７６年に札幌テレビで始まった「ふれあい広場・サンデー九」。この番組で九ちゃんは、[PET_BOUNDARY]亡くなる[PET_BOUNDARY]年まで各地の福祉施設を回り、チャリティーショーを開き続けた。航空機事故成田発,亡くなる,1,７６年に札幌テレビで始まった「ふれあい広場・サンデー九」。この番組で九ちゃんは、亡くなる年まで各地の福祉施設を回り、チャリティーショーを開き続けた。航空機事故成田発,sometimes
667,41,亡くなる,女の交流劇が、幻想的な映像と音楽で紡ぎ出されていく。ＳＴＯＲＹ 最愛の妹、美砂を[PET_BOUNDARY]亡くし[PET_BOUNDARY]、天涯孤独の身となったバイオリニスト、志音。その数年後、彼の前に美砂にそっくり,亡くし,1,女の交流劇が、幻想的な映像と音楽で紡ぎ出されていく。ＳＴＯＲＹ 最愛の妹、美砂を亡くし、天涯孤独の身となったバイオリニスト、志音。その数年後、彼の前に美砂にそっくり,sometimes
668,41,亡くなる,には必要なのである。感染による死の自覚と同様に、私たちの生もまた、いつ愛する人を[PET_BOUNDARY]亡くするかも[PET_BOUNDARY]しれず、自分が死の淵に立っているかもしれないという自覚から、「普通に人とし,亡くするかも,1,には必要なのである。感染による死の自覚と同様に、私たちの生もまた、いつ愛する人を亡くするかもしれず、自分が死の淵に立っているかもしれないという自覚から、「普通に人とし,sometimes
669,41,亡くなる,アイフルのＣＭでおなじみのくぅちゃんが[PET_BOUNDARY]亡くなったと[PET_BOUNDARY]いう噂は、ホントですか？？３／１０発売の女性セブンの中で、くぅ〜ちゃんに,亡くなったと,1,アイフルのＣＭでおなじみのくぅちゃんが亡くなったという噂は、ホントですか？？３／１０発売の女性セブンの中で、くぅ〜ちゃんに,sometimes
670,41,亡くなる,子が男であるのをかつての同僚は知った。 「将来が楽しみだわ」といい合い、「院長が[PET_BOUNDARY]亡くなった[PET_BOUNDARY]ときまで、わたしは生きていたいわ」といって笑い合った―。 「すると、水野博,亡くなった,1,子が男であるのをかつての同僚は知った。 「将来が楽しみだわ」といい合い、「院長が亡くなったときまで、わたしは生きていたいわ」といって笑い合った―。 「すると、水野博,sometimes
671,41,亡くなる,際大付属高校でボクシングを始めた。９５年１月の阪神大震災では自宅が被災し、級友を[PET_BOUNDARY]亡くす[PET_BOUNDARY]悲劇に見舞われている。その年の９月にプロデビュー。東洋太平洋王座を奪取後、タイト,亡くす,1,際大付属高校でボクシングを始めた。９５年１月の阪神大震災では自宅が被災し、級友を亡くす悲劇に見舞われている。その年の９月にプロデビュー。東洋太平洋王座を奪取後、タイト,sometimes
672,41,亡くなる,つけていくことが、求められます。 人はだれでも、挫折の経験を持っています。肉親を[PET_BOUNDARY]亡くすとか[PET_BOUNDARY]、受験に失敗したとか、望み通りの結婚ができなかったとか…。その傷は、心から消,亡くすとか,1,つけていくことが、求められます。 人はだれでも、挫折の経験を持っています。肉親を亡くすとか、受験に失敗したとか、望み通りの結婚ができなかったとか…。その傷は、心から消,sometimes
673,41,亡くなる,ス症候群とか言うんでしょう。 帰り道、医師の言葉が何度も耳によみがえった。亭主を[PET_BOUNDARY]亡くすより[PET_BOUNDARY]辛い、それは私の深層部に潜み出口を待っていたフレーズだった。 同時に、それは,亡くすより,1,ス症候群とか言うんでしょう。 帰り道、医師の言葉が何度も耳によみがえった。亭主を亡くすより辛い、それは私の深層部に潜み出口を待っていたフレーズだった。 同時に、それは,sometimes
674,41,亡くなる,親が倒産やリストラなどで自殺し、後に残された遺児たちをとりあげていました。父親を[PET_BOUNDARY]亡くした[PET_BOUNDARY]悲しみと、そこから立ち上がる姿に胸が震え、えぐられそうになりました。私は、あ,亡くした,1,親が倒産やリストラなどで自殺し、後に残された遺児たちをとりあげていました。父親を亡くした悲しみと、そこから立ち上がる姿に胸が震え、えぐられそうになりました。私は、あ,sometimes
675,41,亡くなる,学生のころから絵をはじめ、その後、安田靫彦に師事。２０００年に１０５歳で[PET_BOUNDARY]亡くなるまで[PET_BOUNDARY]、精力的に制作を続けた女性画家。近代化の進む時代に、身近な人や草花などを,亡くなるまで,1,学生のころから絵をはじめ、その後、安田靫彦に師事。２０００年に１０５歳で亡くなるまで、精力的に制作を続けた女性画家。近代化の進む時代に、身近な人や草花などを,sometimes
676,41,亡くなる,それを確認するまでは信じない。それともうひとつ、それほど簡単に救える命をたくさん[PET_BOUNDARY]亡くして[PET_BOUNDARY]きた。くやしかったと思うんですよね。それが父の亡くなる１、２年前。まるで夢み,亡くして,1,それを確認するまでは信じない。それともうひとつ、それほど簡単に救える命をたくさん亡くしてきた。くやしかったと思うんですよね。それが父の亡くなる１、２年前。まるで夢み,sometimes
677,41,亡くなる,それを確認するまでは信じない。それともうひとつ、それほど簡単に救える命をたくさん亡くしてきた。くやしかったと思うんですよね。それが父の[PET_BOUNDARY]亡くなる[PET_BOUNDARY]１、２年前。まるで夢み,亡くなる,1,それを確認するまでは信じない。それともうひとつ、それほど簡単に救える命をたくさん亡くしてきた。くやしかったと思うんですよね。それが父の亡くなる１、２年前。まるで夢み,sometimes
