row_id,PET_id,PET,expanded_text,span_text,label,whole_text
552,35,白い粉,。 私はそれを無視して、腰に下げていた手錠を組員の右手首にかけ、分室に連行した。[PET_BOUNDARY]白い粉が[PET_BOUNDARY]覚せい剤であったことは言うまでもない。だが、組員は取調べにも、所持していた覚せ,白い粉が,1,。 私はそれを無視して、腰に下げていた手錠を組員の右手首にかけ、分室に連行した。白い粉が覚せい剤であったことは言うまでもない。だが、組員は取調べにも、所持していた覚せ
553,35,白い粉,おう。酒びたりになるのでもベッドのシーツにもぐりこむのでもなく、注射針を刺したり[PET_BOUNDARY]白い粉を[PET_BOUNDARY]なめたりするのでもない、狂気の中へ。自分自身の棚の上に、自分自身のたるきの中に,白い粉を,1,おう。酒びたりになるのでもベッドのシーツにもぐりこむのでもなく、注射針を刺したり白い粉をなめたりするのでもない、狂気の中へ。自分自身の棚の上に、自分自身のたるきの中に
554,35,白い粉,「まさか、俊也さんが…」 俊也が覚醒剤を使用したという疑いは百パーセントないが、[PET_BOUNDARY]白い粉が[PET_BOUNDARY]ここにある以上、全く無関係だとは断言できない。 警察は俊也の死を事故だと断定し,白い粉が,1,「まさか、俊也さんが…」 俊也が覚醒剤を使用したという疑いは百パーセントないが、白い粉がここにある以上、全く無関係だとは断言できない。 警察は俊也の死を事故だと断定し
555,35,白い粉,。私は何もしていませんよ」 組員は不服そうに言った。そして、背広のポケットから、[PET_BOUNDARY]白い粉の[PET_BOUNDARY]入っているビニールの袋を取り出し、 「この件で協力するために、分室（横浜）に行,白い粉の,1,。私は何もしていませんよ」 組員は不服そうに言った。そして、背広のポケットから、白い粉の入っているビニールの袋を取り出し、 「この件で協力するために、分室（横浜）に行
556,35,白い粉,す。ケンネルコッフにかかってるようで咳が止まりません。病院にはいってるのですが（[PET_BOUNDARY]白い粉薬は[PET_BOUNDARY]飲ませています）何か治療できるものは無いでしょうか？もう１か月くらいになりま,白い粉薬は,0,す。ケンネルコッフにかかってるようで咳が止まりません。病院にはいってるのですが（白い粉薬は飲ませています）何か治療できるものは無いでしょうか？もう１か月くらいになりま
557,35,白い粉,後石灰を撒きます。海苔などについている乾燥剤を湿気の多いところにほっぽっておくと[PET_BOUNDARY]白い粉[PET_BOUNDARY]（生石灰）になるので使えます。熱い茹で汁を雑草にかけます。”そうめん””菜っ葉”,白い粉,0,後石灰を撒きます。海苔などについている乾燥剤を湿気の多いところにほっぽっておくと白い粉（生石灰）になるので使えます。熱い茹で汁を雑草にかけます。”そうめん””菜っ葉”
558,35,白い粉,９００円から１０００円だった気がします。でもあれよくないよ！！プッシュすると脇に[PET_BOUNDARY]白い粉が[PET_BOUNDARY]ついちゃうもん！,白い粉が,0,９００円から１０００円だった気がします。でもあれよくないよ！！プッシュすると脇に白い粉がついちゃうもん！
559,35,白い粉,が空を覆い、先頭を行く葛城稚犬養連網田が松明をつけて進んだ。明かりの周辺に小雪が[PET_BOUNDARY]白い粉と[PET_BOUNDARY]なって光り煌いた。凍りつくよう寒さだが、馬に乗った吾は昂奮のせいか身体が燃え、,白い粉と,0,が空を覆い、先頭を行く葛城稚犬養連網田が松明をつけて進んだ。明かりの周辺に小雪が白い粉となって光り煌いた。凍りつくよう寒さだが、馬に乗った吾は昂奮のせいか身体が燃え、
560,35,白い粉,種殻をのせ、コークスで焼くようになっている。 どうしてコークスで焼くとあの貝殻が[PET_BOUNDARY]白い粉に[PET_BOUNDARY]なってしまうのかわからなくて、折角だからあちこち一所懸命に眺めて回ったのだけれ,白い粉に,0,種殻をのせ、コークスで焼くようになっている。 どうしてコークスで焼くとあの貝殻が白い粉になってしまうのかわからなくて、折角だからあちこち一所懸命に眺めて回ったのだけれ
561,35,白い粉,ウ。巨峰果汁が多く、甘みが強いのが特徴。果皮と果肉が離れやすく食べやすい。果粒に[PET_BOUNDARY]白い粉が[PET_BOUNDARY]出ているのはブルームといい、ブドウの内部より分泌される保護膜で、白くついている,白い粉が,0,ウ。巨峰果汁が多く、甘みが強いのが特徴。果皮と果肉が離れやすく食べやすい。果粒に白い粉が出ているのはブルームといい、ブドウの内部より分泌される保護膜で、白くついている
562,35,白い粉,ん期待を裏切る奴だ。俺の期待を二回も裏切った小谷信太はチョークをおっさんに返し、[PET_BOUNDARY]白い粉の[PET_BOUNDARY]付いた指を左の掌に押しつけて拭くと、何があるのか知らないが少し斜め上を見たり、,白い粉の,0,ん期待を裏切る奴だ。俺の期待を二回も裏切った小谷信太はチョークをおっさんに返し、白い粉の付いた指を左の掌に押しつけて拭くと、何があるのか知らないが少し斜め上を見たり、
563,35,白い粉,向かって吹き下ろしてくる。どこもかしこも乾燥し、ぼくらの身体も、肌がカサカサして[PET_BOUNDARY]白い粉を[PET_BOUNDARY]ふき、唇がパリパリになってひび割れた。すると、毎朝、母さんたちは油を腕や足に擦,白い粉を,0,向かって吹き下ろしてくる。どこもかしこも乾燥し、ぼくらの身体も、肌がカサカサして白い粉をふき、唇がパリパリになってひび割れた。すると、毎朝、母さんたちは油を腕や足に擦
564,35,白い粉,かったのもつかの間、しばらくして、冷めてしまった大学イモの飴が砂糖の結晶した様な[PET_BOUNDARY]白い粉っぽい[PET_BOUNDARY]物になってしまいました。飴が砂糖に戻りかけて仕舞ったのでしょう。飴が安定し,白い粉っぽい,0,かったのもつかの間、しばらくして、冷めてしまった大学イモの飴が砂糖の結晶した様な白い粉っぽい物になってしまいました。飴が砂糖に戻りかけて仕舞ったのでしょう。飴が安定し
565,35,白い粉,頭のクマが黒山のように１カ所に群がり重なりあっていた。消火器でクマを追い払うと、[PET_BOUNDARY]白い粉の[PET_BOUNDARY]なかから人の姿が浮かんできた。死体はすでに子グマに食い荒らされており、内臓はす,白い粉の,0,頭のクマが黒山のように１カ所に群がり重なりあっていた。消火器でクマを追い払うと、白い粉のなかから人の姿が浮かんできた。死体はすでに子グマに食い荒らされており、内臓はす
566,35,白い粉,使用する前に、その表面についた[PET_BOUNDARY]白い粉を[PET_BOUNDARY]ぬれ布巾で拭き取るのをよく見かけるが、あの白い粉は旨み成分が結晶したものなので、わざわざ拭き取る必要はない。ただし砂や汚れは落と,白い粉を,0,使用する前に、その表面についた白い粉をぬれ布巾で拭き取るのをよく見かけるが、あの白い粉は旨み成分が結晶したものなので、わざわざ拭き取る必要はない。ただし砂や汚れは落と
567,35,白い粉,使用する前に、その表面についた白い粉をぬれ布巾で拭き取るのをよく見かけるが、あの[PET_BOUNDARY]白い粉は[PET_BOUNDARY]旨み成分が結晶したものなので、わざわざ拭き取る必要はない。ただし砂や汚れは落と,白い粉は,0,使用する前に、その表面についた白い粉をぬれ布巾で拭き取るのをよく見かけるが、あの白い粉は旨み成分が結晶したものなので、わざわざ拭き取る必要はない。ただし砂や汚れは落と
568,35,白い粉,でイナズマ型の荷揚げスロープを昇り、一番てっぺんの部屋に入ると、そこは歩くたびに[PET_BOUNDARY]白い粉が[PET_BOUNDARY]舞い上って鼻の穴がもはもはする。まん中のあたりにレンガ積みの炉があって、その上,白い粉が,0,でイナズマ型の荷揚げスロープを昇り、一番てっぺんの部屋に入ると、そこは歩くたびに白い粉が舞い上って鼻の穴がもはもはする。まん中のあたりにレンガ積みの炉があって、その上
569,35,白い粉,たけのこの質問がありましたが、それに加えて教えて頂きたいのですが、その[PET_BOUNDARY]白い粉の[PET_BOUNDARY]ようなものを洗い流さず、一緒に煮付けてももんだいないですか。味がよくなる可能性,白い粉の,0,たけのこの質問がありましたが、それに加えて教えて頂きたいのですが、その白い粉のようなものを洗い流さず、一緒に煮付けてももんだいないですか。味がよくなる可能性
570,35,白い粉,く似ているツヅラフジの葉の基部には毛がないそうです。花は小さく地味ですが、果実は[PET_BOUNDARY]白い粉を[PET_BOUNDARY]まぶしたような黒色で、目立ちます。＊ 果実は核果ですが、昨年カラスウリの実を撮,白い粉を,0,く似ているツヅラフジの葉の基部には毛がないそうです。花は小さく地味ですが、果実は白い粉をまぶしたような黒色で、目立ちます。＊ 果実は核果ですが、昨年カラスウリの実を撮
571,35,白い粉,高くなった。 白衣の人は、この奇っ怪な儀式の司祭らしい。司祭は祭壇の上から水器と[PET_BOUNDARY]白い粉を[PET_BOUNDARY]入れた容器を取り上げて、交互に一行の上に振り撒いた。白い粉とおもったのは、塩だ,白い粉を,0,高くなった。 白衣の人は、この奇っ怪な儀式の司祭らしい。司祭は祭壇の上から水器と白い粉を入れた容器を取り上げて、交互に一行の上に振り撒いた。白い粉とおもったのは、塩だ
572,35,白い粉,高くなった。 白衣の人は、この奇っ怪な儀式の司祭らしい。司祭は祭壇の上から水器と白い粉を入れた容器を取り上げて、交互に一行の上に振り撒いた。[PET_BOUNDARY]白い粉と[PET_BOUNDARY]おもったのは、塩だ,白い粉と,0,高くなった。 白衣の人は、この奇っ怪な儀式の司祭らしい。司祭は祭壇の上から水器と白い粉を入れた容器を取り上げて、交互に一行の上に振り撒いた。白い粉とおもったのは、塩だ
573,35,白い粉,を捜しに行ってしまった。 やれやれ…。 結構大変なもんだな、と中里は、あちこちに[PET_BOUNDARY]白い粉を[PET_BOUNDARY]はたいたりしているのを、ぼんやりと眺めていた。指紋を採っているのだ。 すみませ,白い粉を,0,を捜しに行ってしまった。 やれやれ…。 結構大変なもんだな、と中里は、あちこちに白い粉をはたいたりしているのを、ぼんやりと眺めていた。指紋を採っているのだ。 すみませ
574,35,白い粉,くらいだったそうだ。きゅうりは無農薬のもの、きゅうり本来の味がするといわれている[PET_BOUNDARY]白い粉を[PET_BOUNDARY]ふくブルームを、台木を使わず種から育てて使っている。完成したピクルスは東北の小,白い粉を,0,くらいだったそうだ。きゅうりは無農薬のもの、きゅうり本来の味がするといわれている白い粉をふくブルームを、台木を使わず種から育てて使っている。完成したピクルスは東北の小
575,35,白い粉,カンジタ菌について教えてください。おりものが[PET_BOUNDARY]白い粉[PET_BOUNDARY]みたいに・・とよく聞きますが、出てくるときからカスみたいなのでしょうか？下着にほ,白い粉,0,カンジタ菌について教えてください。おりものが白い粉みたいに・・とよく聞きますが、出てくるときからカスみたいなのでしょうか？下着にほ
576,35,白い粉,がついてる時ありますよね？カビたらどんなカビカビがつくんでしょうか？買ったときの[PET_BOUNDARY]白い粉は[PET_BOUNDARY]普通はマンニットなどの多糖類（うまみ成分）の結晶なので問題ありません、これは海,白い粉は,0,がついてる時ありますよね？カビたらどんなカビカビがつくんでしょうか？買ったときの白い粉は普通はマンニットなどの多糖類（うまみ成分）の結晶なので問題ありません、これは海
577,35,白い粉,りる。零下何度なのだろう、外に出る気もしないが、地面が水分に濡れて黒ずむ前にもう[PET_BOUNDARY]白い粉の[PET_BOUNDARY]うっすらとした堆積が道に出来ている。やばい、やばい、このまま降り積もったらやば,白い粉の,0,りる。零下何度なのだろう、外に出る気もしないが、地面が水分に濡れて黒ずむ前にもう白い粉のうっすらとした堆積が道に出来ている。やばい、やばい、このまま降り積もったらやば
578,35,白い粉,〇〇ｇ、椎茸二〇〇ｇを前の晩から漬けておく。昆布を使用する前に、その表面についた[PET_BOUNDARY]白い粉を[PET_BOUNDARY]ぬれ布巾で拭き取るのをよく見かけるが、あの白い粉は旨み成分が結晶したものなので,白い粉を,0,〇〇ｇ、椎茸二〇〇ｇを前の晩から漬けておく。昆布を使用する前に、その表面についた白い粉をぬれ布巾で拭き取るのをよく見かけるが、あの白い粉は旨み成分が結晶したものなので
579,35,白い粉,〇〇ｇ、椎茸二〇〇ｇを前の晩から漬けておく。昆布を使用する前に、その表面についた白い粉をぬれ布巾で拭き取るのをよく見かけるが、あの[PET_BOUNDARY]白い粉は[PET_BOUNDARY]旨み成分が結晶したものなので,白い粉は,0,〇〇ｇ、椎茸二〇〇ｇを前の晩から漬けておく。昆布を使用する前に、その表面についた白い粉をぬれ布巾で拭き取るのをよく見かけるが、あの白い粉は旨み成分が結晶したものなので
580,35,白い粉,を食べるのですが、いつも思うことがあります。オーブンで焼いて食べるのですが焼くと[PET_BOUNDARY]白い粉が[PET_BOUNDARY]溶けて粘りが出るんです。焼くと甘味が増して美味しいので気にすることなく食べてい,白い粉が,0,を食べるのですが、いつも思うことがあります。オーブンで焼いて食べるのですが焼くと白い粉が溶けて粘りが出るんです。焼くと甘味が増して美味しいので気にすることなく食べてい
581,35,白い粉,さのカメをたくさんつかまえてきた。※わらなどで作った敷物。 その晩、カメの背中に[PET_BOUNDARY]白い粉を[PET_BOUNDARY]ふきかけ、ざるに入れると、小僧さんは近所の家にしのびこみ、もちの並べてあるむし,白い粉を,0,さのカメをたくさんつかまえてきた。※わらなどで作った敷物。 その晩、カメの背中に白い粉をふきかけ、ざるに入れると、小僧さんは近所の家にしのびこみ、もちの並べてあるむし
582,35,白い粉,ように切ったもの。昆布はぬれぶきんで汚れをふき取り、水で戻して結ぶ。昆布の表面の[PET_BOUNDARY]白い粉は[PET_BOUNDARY]拭き取らないように、また、戻しすぎると結びにくくなるので注意する。結んで乾燥さ,白い粉は,0,ように切ったもの。昆布はぬれぶきんで汚れをふき取り、水で戻して結ぶ。昆布の表面の白い粉は拭き取らないように、また、戻しすぎると結びにくくなるので注意する。結んで乾燥さ
583,35,白い粉,をするのも大事な仕事です。 鉢、プランターの土に植えた植物を鉢から抜いた時、根に[PET_BOUNDARY]白い粉の[PET_BOUNDARY]ようなものがついていたら、根ジラミに土が汚染された証拠です。根ジラミは水に弱い,白い粉の,0,をするのも大事な仕事です。 鉢、プランターの土に植えた植物を鉢から抜いた時、根に白い粉のようなものがついていたら、根ジラミに土が汚染された証拠です。根ジラミは水に弱い
584,35,白い粉,ておく。そのうち夜露にぬれてさらに強い臭いが出てくる。その頃になるとマダコ全体に[PET_BOUNDARY]白い粉が[PET_BOUNDARY]吹き出る。こうなると独特な甘味が出てきて、うまくなるんだよ」 これをあぶって、,白い粉が,0,ておく。そのうち夜露にぬれてさらに強い臭いが出てくる。その頃になるとマダコ全体に白い粉が吹き出る。こうなると独特な甘味が出てきて、うまくなるんだよ」 これをあぶって、
585,35,白い粉,富有ガキヘタのところが新鮮で果皮に張りがあるものを選ぶとよい。新鮮なものは果皮に[PET_BOUNDARY]白い粉が[PET_BOUNDARY]ふいている。全体に色が回り、弾力が出てきたころが食べごろ。果肉は甘くて果汁が多,白い粉が,0,富有ガキヘタのところが新鮮で果皮に張りがあるものを選ぶとよい。新鮮なものは果皮に白い粉がふいている。全体に色が回り、弾力が出てきたころが食べごろ。果肉は甘くて果汁が多
586,35,白い粉,らの名もないゴビのうえをたどっている。砂と小石の 怖ろしい広漠。ところどころに[PET_BOUNDARY]白い粉が[PET_BOUNDARY] のどかな望みを拒むかのように 吹いている。見ろ前方遥かな蕭寥の地平線そこに薄,白い粉が,0,らの名もないゴビのうえをたどっている。砂と小石の 怖ろしい広漠。ところどころに白い粉が のどかな望みを拒むかのように 吹いている。見ろ前方遥かな蕭寥の地平線そこに薄
587,35,白い粉,よくなる可能性もあるんですか？＜ためしてガッテンより抜粋＞水煮タケノコでよく見る[PET_BOUNDARY]白い粉[PET_BOUNDARY]。その正体は、アミノ酸。しかも、チロシンというアミノ酸が９８％でした。チロシンに,白い粉,0,よくなる可能性もあるんですか？＜ためしてガッテンより抜粋＞水煮タケノコでよく見る白い粉。その正体は、アミノ酸。しかも、チロシンというアミノ酸が９８％でした。チロシンに
588,36,一線を超える,水商売も立派な職業だと思います。お酒を飲んだ異性に女を武器に相手をして、でもある[PET_BOUNDARY]一線を超えて[PET_BOUNDARY]しまう期待はさせずにまた遊びに来ていただけるように、もてなすのです。お姉さんも,一線を超えて,1,水商売も立派な職業だと思います。お酒を飲んだ異性に女を武器に相手をして、でもある一線を超えてしまう期待はさせずにまた遊びに来ていただけるように、もてなすのです。お姉さんも
589,36,一線を超える,ントの金額とか、予約してくれたホテルのグレードとか、相手が自分に使ったお金次第で[PET_BOUNDARY]一線を超えるか[PET_BOUNDARY]どうか決めるっていう話を聞くけれど、そうやって価値をつりあげることになんの意,一線を超えるか,1,ントの金額とか、予約してくれたホテルのグレードとか、相手が自分に使ったお金次第で一線を超えるかどうか決めるっていう話を聞くけれど、そうやって価値をつりあげることになんの意
590,36,一線を超える,まずは家族を最優先、その上での出会いを生きがいとする、自然と行き渡って行きます。[PET_BOUNDARY]一線を超えない[PET_BOUNDARY]節度ある出会いと付き合い、大いに推奨します。家族から指摘されれば、これは貴方,一線を超えない,1,まずは家族を最優先、その上での出会いを生きがいとする、自然と行き渡って行きます。一線を超えない節度ある出会いと付き合い、大いに推奨します。家族から指摘されれば、これは貴方
591,36,一線を超える,ベルトの結びこぶに軽く触れた。「フル・サーヴィスはどう？」 それはできなかった。[PET_BOUNDARY]一線を超えては[PET_BOUNDARY]ならない。いまこそ身分証明書を出すべき時だ。陳警部として彼女を警察本部へ連行,一線を超えては,1,ベルトの結びこぶに軽く触れた。「フル・サーヴィスはどう？」 それはできなかった。一線を超えてはならない。いまこそ身分証明書を出すべき時だ。陳警部として彼女を警察本部へ連行
592,36,一線を超える,自制心とは何ですか？[PET_BOUNDARY]一線を超えて[PET_BOUNDARY]犯罪に走る。それは持って生まれた個人の資質？判断力だって両親から受け継いだもの,一線を超えて,1,自制心とは何ですか？一線を超えて犯罪に走る。それは持って生まれた個人の資質？判断力だって両親から受け継いだもの
593,36,一線を超える,いうことなんでしょうか？たぶん奥さんの性格がわかっているからではないでしょうか。[PET_BOUNDARY]一線を超えた[PET_BOUNDARY]場合、もし奥さんにそれが露見した時に、奥さんがどんな行動をするかが予想できるか,一線を超えた,1,いうことなんでしょうか？たぶん奥さんの性格がわかっているからではないでしょうか。一線を超えた場合、もし奥さんにそれが露見した時に、奥さんがどんな行動をするかが予想できるか
594,37,不祥事,三菱発動機）で腸チフスが発生し、奈良商業の生徒十二名・職員一名が罹病死するという[PET_BOUNDARY]不祥事も[PET_BOUNDARY]あった」との記述がある。しかし、県立奈良商業高校の学校史にはその記載がなく、現,不祥事も,1,三菱発動機）で腸チフスが発生し、奈良商業の生徒十二名・職員一名が罹病死するという不祥事もあった」との記述がある。しかし、県立奈良商業高校の学校史にはその記載がなく、現
595,37,不祥事,危機管理の欠如”が政府や自治体の対応に対して厳しく問われた。その後も企業や行政の[PET_BOUNDARY]不祥事や[PET_BOUNDARY]事故が発生する度に指摘されている。“危機管理”とは、防災行政事務（一般には消防,不祥事や,1,危機管理の欠如”が政府や自治体の対応に対して厳しく問われた。その後も企業や行政の不祥事や事故が発生する度に指摘されている。“危機管理”とは、防災行政事務（一般には消防
596,37,不祥事,子が連れの男より自分のことを気に入ってくれればの話だが…。 そして、そんな厄介な[PET_BOUNDARY]不祥事と[PET_BOUNDARY]いうか、不倫というか、乗り換えというか、が一部明らかになり、当事者同志の間では,不祥事と,1,子が連れの男より自分のことを気に入ってくれればの話だが…。 そして、そんな厄介な不祥事というか、不倫というか、乗り換えというか、が一部明らかになり、当事者同志の間では
597,37,不祥事,いた。 まぎれもない県警の一大[PET_BOUNDARY]不祥事で[PET_BOUNDARY]ある。それは間違いない。過去に何度も県警の不祥事を記事にした経験はあったが、大半は警察官個人の資質にかかわる問題だった。県警側が,不祥事で,1,いた。 まぎれもない県警の一大不祥事である。それは間違いない。過去に何度も県警の不祥事を記事にした経験はあったが、大半は警察官個人の資質にかかわる問題だった。県警側が
598,37,不祥事,いた。 まぎれもない県警の一大不祥事である。それは間違いない。過去に何度も県警の[PET_BOUNDARY]不祥事を[PET_BOUNDARY]記事にした経験はあったが、大半は警察官個人の資質にかかわる問題だった。県警側が,不祥事を,1,いた。 まぎれもない県警の一大不祥事である。それは間違いない。過去に何度も県警の不祥事を記事にした経験はあったが、大半は警察官個人の資質にかかわる問題だった。県警側が
599,37,不祥事,ぶりがうかがわれる。 その時の新聞広告（同年一一月二六日付）は、「問題の霧社蕃の[PET_BOUNDARY]不祥事は[PET_BOUNDARY]何故に起きたか、筆者は台湾蕃人研究の第一人者、軒下の読物」と宣伝しているが、そ,不祥事は,1,ぶりがうかがわれる。 その時の新聞広告（同年一一月二六日付）は、「問題の霧社蕃の不祥事は何故に起きたか、筆者は台湾蕃人研究の第一人者、軒下の読物」と宣伝しているが、そ
600,37,不祥事,昨日飛行機事故の番組をやったばかりなのにまたＪＡＬは[PET_BOUNDARY]不祥事を[PET_BOUNDARY]起こしたんですか！？そうなんです。ここでそのことを質問したものがあったので、ウ,不祥事を,1,昨日飛行機事故の番組をやったばかりなのにまたＪＡＬは不祥事を起こしたんですか！？そうなんです。ここでそのことを質問したものがあったので、ウ
601,37,不祥事,ましたのは、テレビ朝日が今後放送法令及び放送番組編集基準を厳しく遵守してこの種の[PET_BOUNDARY]不祥事が[PET_BOUNDARY]再発しないよう万全の措置をとるという確固たる決意を示されたことを酌んだわけでご,不祥事が,1,ましたのは、テレビ朝日が今後放送法令及び放送番組編集基準を厳しく遵守してこの種の不祥事が再発しないよう万全の措置をとるという確固たる決意を示されたことを酌んだわけでご
602,38,タマを取る,ていくようです。そういう人は工事中と称します。Ｂ 工事中予算の関係もあり、まずは[PET_BOUNDARY]タマを取るだけ[PET_BOUNDARY]、造形は後とか、いろんなパターンがある。そういう時は、きっと複雑な気持ちな,タマを取るだけ,0,ていくようです。そういう人は工事中と称します。Ｂ 工事中予算の関係もあり、まずはタマを取るだけ、造形は後とか、いろんなパターンがある。そういう時は、きっと複雑な気持ちな
603,38,タマを取る,ボスからの命令だ。[PET_BOUNDARY]タマを取って[PET_BOUNDARY]こい。１週間時間をやる。,タマを取って,1,ボスからの命令だ。タマを取ってこい。１週間時間をやる。
604,38,タマを取る,なんとしてでも[PET_BOUNDARY]タマを取って[PET_BOUNDARY]来るんだ。失敗したら自分の命はないと思え。,タマを取って,1,なんとしてでもタマを取って来るんだ。失敗したら自分の命はないと思え。
605,38,タマを取る,下っ端のやつは[PET_BOUNDARY]タマを取る[PET_BOUNDARY]ことはできまい。取ってくるのはリーダーの役目だ。,タマを取る,1,下っ端のやつはタマを取ることはできまい。取ってくるのはリーダーの役目だ。
606,38,タマを取る,タイへ行って[PET_BOUNDARY]タマを取って[PET_BOUNDARY]きました。これで大きな手術は終了です。,タマを取って,0,タイへ行ってタマを取ってきました。これで大きな手術は終了です。
607,39,始末する,づいていたかもしれないのである。 「留三は…」 「隠処に閉じ籠めてあります」 「[PET_BOUNDARY]始末するが[PET_BOUNDARY]よい。亡骸は地に埋めよ」 「承知しました。さっそく、亡き者にいたします」 庚麿,始末するが,1,づいていたかもしれないのである。 「留三は…」 「隠処に閉じ籠めてあります」 「始末するがよい。亡骸は地に埋めよ」 「承知しました。さっそく、亡き者にいたします」 庚麿
608,39,始末する,いたのか。ちょうどよかった。これで一網打尽にできるというわけだ。邪魔者はまとめて[PET_BOUNDARY]始末するに[PET_BOUNDARY]―」 「貴様、見かけ以上に愚鈍だな」 心底相手を馬鹿にしたような言葉を浴びせら,始末するに,1,いたのか。ちょうどよかった。これで一網打尽にできるというわけだ。邪魔者はまとめて始末するに―」 「貴様、見かけ以上に愚鈍だな」 心底相手を馬鹿にしたような言葉を浴びせら
609,39,始末する,と、投書か電話したかもしれない。しかし、いっこうにいなくならないので、彼は自分で[PET_BOUNDARY]始末する[PET_BOUNDARY]ことにしたのではないか。また、そうだとすると、犯人は、正しいことをやっているのだ,始末する,1,と、投書か電話したかもしれない。しかし、いっこうにいなくならないので、彼は自分で始末することにしたのではないか。また、そうだとすると、犯人は、正しいことをやっているのだ
610,39,始末する,法の名を借りて、おれたちを捕まえようというのだろう。あるいは、ここで、おれたちを[PET_BOUNDARY]始末する[PET_BOUNDARY]つもりかもしれない。 「馬鹿言え。捕まってたまるか！」 おれは、拳銃を構えて、言,始末する,1,法の名を借りて、おれたちを捕まえようというのだろう。あるいは、ここで、おれたちを始末するつもりかもしれない。 「馬鹿言え。捕まってたまるか！」 おれは、拳銃を構えて、言
611,39,始末する,いまではビルひとつ自由にできるのだ。吸い殺した後は、奴隷として、屍とかいう刑事を[PET_BOUNDARY]始末するのに[PET_BOUNDARY]使ってやろう」 ゼラの勝ち誇った声を、鬼顔は遠く聞いた。― 出血多量で動けな,始末するのに,1,いまではビルひとつ自由にできるのだ。吸い殺した後は、奴隷として、屍とかいう刑事を始末するのに使ってやろう」 ゼラの勝ち誇った声を、鬼顔は遠く聞いた。― 出血多量で動けな
612,39,始末する,を連れていってしまったことがある。殺すつもりだったらしい。長野市では火曜日に犬を[PET_BOUNDARY]始末するんです[PET_BOUNDARY]。心配した友達が捜してくれて、ぼくの犬を見つけたのは月曜日の晩。役所はぼく,始末するんです,1,を連れていってしまったことがある。殺すつもりだったらしい。長野市では火曜日に犬を始末するんです。心配した友達が捜してくれて、ぼくの犬を見つけたのは月曜日の晩。役所はぼく
613,39,始末する,[PET_BOUNDARY]始末して[PET_BOUNDARY]ビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を始末する方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ,始末して,1,始末してビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を始末する方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ
614,39,始末する,始末してビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を[PET_BOUNDARY]始末する[PET_BOUNDARY]方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ,始末する,1,始末してビデオを回収してこないと命はない、とすごまれまして、必死になって、徳永を始末する方法を考えた、という次第です。ここからは、篠塚さんが考えた通りですよ。私も久喜さ
615,39,始末する,かった。このことが知られれば自分たちは破滅だ。神崎たちは話し合いの末、篠田英治を[PET_BOUNDARY]始末する[PET_BOUNDARY]ことに決めた。クレバスに誘導して事故に見せかけて殺そうとしたのだ。 だが、篠田英,始末する,1,かった。このことが知られれば自分たちは破滅だ。神崎たちは話し合いの末、篠田英治を始末することに決めた。クレバスに誘導して事故に見せかけて殺そうとしたのだ。 だが、篠田英
616,39,始末する,はいってくる。いましがた小耳にはさんだところでは、殺し屋はミスター斬るとミスター[PET_BOUNDARY]始末するの[PET_BOUNDARY]二人組で、ギャレスをみつけたら足の指をかじるらしい」 「気色悪いな」 「腹をこ,始末するの,1,はいってくる。いましがた小耳にはさんだところでは、殺し屋はミスター斬るとミスター始末するの二人組で、ギャレスをみつけたら足の指をかじるらしい」 「気色悪いな」 「腹をこ
617,39,始末する,インターポールでは増え続けるテロリスト達を一気に[PET_BOUNDARY]始末する[PET_BOUNDARY]ため「テロリスト相殺作戦」の展開を決定する。その中で軸に選ばれたのが女狙撃者・血,始末する,1,インターポールでは増え続けるテロリスト達を一気に始末するため「テロリスト相殺作戦」の展開を決定する。その中で軸に選ばれたのが女狙撃者・血
618,39,始末する,つにふさわしいところに。ラデック坊やはママの首を切り落としたのさ。さて、あんたを[PET_BOUNDARY]始末すると[PET_BOUNDARY]しようか。何か言うことはあるかい、マイ・フレンド。あんた大成功してるんだろ？,始末すると,1,つにふさわしいところに。ラデック坊やはママの首を切り落としたのさ。さて、あんたを始末するとしようか。何か言うことはあるかい、マイ・フレンド。あんた大成功してるんだろ？
619,39,始末する,ざく愚か者のくせに、私を指図するなど片腹痛い。いいからまず、その子供たちと刑事を[PET_BOUNDARY]始末するんだ[PET_BOUNDARY]。話は後からゆっくり聞いてやる」 「うるさい！ 誰がおまえの言うことなど」,始末するんだ,1,ざく愚か者のくせに、私を指図するなど片腹痛い。いいからまず、その子供たちと刑事を始末するんだ。話は後からゆっくり聞いてやる」 「うるさい！ 誰がおまえの言うことなど」
620,39,始末する,今日もそうですが、田尾さんは香港に出かけたりして、自分では決して手を汚さずに人を[PET_BOUNDARY]始末するのが[PET_BOUNDARY]お好みなんです。とても怖い人なんです。もともと徳永さんのことは、私と久喜さん,始末するのが,1,今日もそうですが、田尾さんは香港に出かけたりして、自分では決して手を汚さずに人を始末するのがお好みなんです。とても怖い人なんです。もともと徳永さんのことは、私と久喜さん
